sample_index,sample_id,official_status,case_dir,repeat_1_final_dir,repeat_2_final_dir,missing_count,missing_items
2338,Semantic/add_condiment_semantic/example38,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example38,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example38\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example38\official_repeat_2,0,
2339,Semantic/add_condiment_semantic/example39,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example39,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example39\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example39\official_repeat_2,0,
2340,Semantic/add_condiment_semantic/example40,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example40,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example40\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example40\official_repeat_2,0,
2341,Semantic/add_condiment_semantic/example41,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example41,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example41\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example41\official_repeat_2,0,
2342,Semantic/add_condiment_semantic/example42,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example42,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example42\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example42\official_repeat_2,0,
2343,Semantic/add_condiment_semantic/example43,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example43,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example43\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example43\official_repeat_2,0,
2344,Semantic/add_condiment_semantic/example44,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example44,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example44\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example44\official_repeat_2,0,
2345,Semantic/add_condiment_semantic/example45,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example45,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example45\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example45\official_repeat_2,0,
2346,Semantic/add_condiment_semantic/example46,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example46,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example46\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example46\official_repeat_2,0,
2347,Semantic/add_condiment_semantic/example47,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example47,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example47\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example47\official_repeat_2,0,
2348,Semantic/add_condiment_semantic/example48,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example48,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example48\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example48\official_repeat_2,0,
2349,Semantic/add_condiment_semantic/example49,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example49,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example49\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example49\official_repeat_2,0,
2350,Semantic/add_condiment_semantic/example50,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example50,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example50\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example50\official_repeat_2,0,
2351,Semantic/add_condiment_semantic/example51,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example51,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example51\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example51\official_repeat_2,0,
2352,Semantic/add_condiment_semantic/example52,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example52,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example52\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example52\official_repeat_2,0,
2353,Semantic/add_condiment_semantic/example53,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example53,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example53\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example53\official_repeat_2,0,
2354,Semantic/add_condiment_semantic/example54,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example54,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example54\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example54\official_repeat_2,0,
2355,Semantic/add_condiment_semantic/example55,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example55,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example55\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example55\official_repeat_2,0,
2356,Semantic/add_condiment_semantic/example56,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example56,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example56\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example56\official_repeat_2,0,
2357,Semantic/add_condiment_semantic/example57,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example57,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example57\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example57\official_repeat_2,0,
2358,Semantic/add_condiment_semantic/example58,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example58,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example58\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\Semantic\add_condiment_semantic\example58\official_repeat_2,0,
